date,open,high,low,close,volume,change,label,ma5,ma20,ma60,vol_change,return,rsi14
2020-04-28,49850,50100,49300,50100,16095399,0.5015045135406219,0,49800.0,48932.5,52651.666666666664,14.562313413793305,0.5015045135406293,52.577319587552985
2020-04-29,49900,50500,49600,50000,15604533,-0.1996007984031935,0,49830.0,49045.0,52503.333333333336,-3.0497286833336634,-0.1996007984031989,57.95454545445325
2020-05-04,48900,49100,48500,48500,26083749,-3.0,1,49560.0,49180.0,52320.0,67.15494786034289,-3.0000000000000027,46.93877551013703
2020-05-06,49000,49200,48500,49200,18070225,1.443298969072165,0,49530.0,49300.0,52121.666666666664,-30.72228612535721,1.4432989690721598,49.75845410621289
2020-05-07,49200,49300,48700,48800,13884411,-0.8130081300813009,0,49320.0,49390.0,51928.333333333336,-23.164149865317118,-0.8130081300813052,52.5510204080882
2020-05-08,49100,49350,48800,48800,15319700,0.0,0,49060.0,49395.0,51746.666666666664,10.337413664864869,0.0,48.90109890102367
2020-05-11,48900,49250,48300,48400,16357743,-0.819672131147541,0,48740.0,49335.0,51555.0,6.775870284666152,-0.8196721311475419,46.84210526308886
2020-05-12,48400,48500,47550,47900,23433590,-1.0330578512396695,1,48620.0,49300.0,51345.0,43.256866182577866,-1.0330578512396715,26.973684210476634
2020-05-13,47250,48550,47200,48550,20223277,1.356993736951983,0,48490.0,49272.5,51142.5,-13.699620928760813,1.3569937369519725,38.8489208632311
2020-05-14,47750,48100,47650,48000,19305974,-1.132852729145211,0,48330.0,49210.0,50912.5,-4.53587714790239,-1.1328527291452062,40.60150375931301
2020-05-15,48400,48450,47700,47850,18463118,-0.3125,1,48140.0,49187.5,50685.0,-4.365778178298596,-0.31250000000000444,33.870967741859005
2020-05-18,47950,49100,47600,48800,20481981,1.9853709508881925,1,48220.0,49177.5,50501.666666666664,10.934572372878737,1.985370950888199,42.657342657259136
2020-05-19,50100,50500,49700,50300,25168295,3.0737704918032787,0,48700.0,49242.5,50336.666666666664,22.880179412333202,3.073770491803285,55.8282208587998
2020-05-20,50000,50200,49800,50000,14896899,-0.5964214711729622,0,48990.0,49172.5,50170.0,-40.81085349643272,-0.5964214711729587,50.94339622632538
2020-05-21,50300,50400,49850,49950,14949266,-0.1,0,49380.0,49165.0,50015.833333333336,0.35152953644916884,-0.10000000000000009,49.03225806442755
2020-05-22,49600,49800,48600,48750,19706284,-2.4024024024024024,1,49560.0,49140.0,49881.666666666664,31.821080713929373,-2.4024024024024038,42.93785310727671
2020-05-25,48750,48900,48450,48850,14337913,0.2051282051282051,1,49570.0,49090.0,49730.833333333336,-27.241924454148737,0.20512820512821328,52.34899328849224
2020-05-26,48700,49450,48600,49250,15127490,0.8188331627430911,1,49360.0,49060.0,49610.0,5.506917220100305,0.8188331627430934,50.349650349551766
2020-05-27,48950,50000,48800,49900,19548479,1.3197969543147208,1,49340.0,49087.5,49510.0,29.224868104358357,1.3197969543147225,57.43243243232378
2020-05-28,51100,51200,49900,50400,31309318,1.002004008016032,1,49430.0,49115.0,49446.666666666664,60.16242491295613,1.002004008016022,60.12658227837446
2020-05-29,50000,50700,49700,50700,27596961,0.5952380952380952,1,49820.0,49145.0,49375.0,-11.857035659480031,0.5952380952380931,64.74358974347354
2020-06-01,50800,51200,50600,51200,16949183,0.9861932938856016,1,50290.0,49205.0,49305.0,-38.58315413787772,0.9861932938856066,71.15384615371845
2020-06-02,51000,51500,50800,51400,14247933,0.390625,1,50720.0,49350.0,49205.0,-15.937346360588588,0.390625,69.38775510190865
2020-06-03,51800,55000,51700,54500,49257814,6.031128404669261,1,51640.0,49615.0,49150.0,245.71901762873253,6.0311284046692615,82.8282828281657
2020-06-04,55800,57000,54600,54600,40220334,0.1834862385321101,1,52480.0,49905.0,49118.333333333336,-18.34730221686248,0.18348623853210455,84.26395939074318
2020-06-05,54400,55900,54000,55500,22743629,1.6483516483516485,0,53440.0,50240.0,49140.0,-43.45241140961187,1.6483516483516425,84.18367346926749
2020-06-08,56400,56500,54700,54900,25634965,-1.0810810810810811,1,54180.0,50565.0,49145.0,12.712729353789577,-1.0810810810810811,75.84269662909418
2020-06-09,55800,56500,54400,55500,23998831,1.092896174863388,0,55000.0,50945.0,49201.666666666664,-6.3824311833466485,1.0928961748633892,79.8913043477045
2020-06-10,55100,55900,54900,55400,16742493,-0.1801801801801801,0,55180.0,51287.5,49278.333333333336,-30.236214422277484,-0.18018018018017834,79.4594594593392
2020-06-11,54500,55100,53200,54300,33815123,-1.985559566787004,0,55120.0,51602.5,49350.833333333336,101.97185090655259,-1.9855595667869985,80.32786885233611
2020-06-12,52100,52800,51500,52300,26976019,-3.683241252302026,0,54480.0,51825.0,49407.5,-20.22498631751244,-3.6832412523020275,65.61085972842366
2020-06-15,51400,52000,49900,49900,28772921,-4.588910133843212,1,53480.0,51880.0,49450.833333333336,6.661108890826339,-4.588910133843216,52.490421455882384
2020-06-16,51200,52100,50600,52100,21808375,4.408817635270541,1,52800.0,51970.0,49559.166666666664,-24.205210169659175,4.4088176352705455,57.5342465752873
2020-06-17,52100,52900,51300,52200,26672595,0.1919385796545105,1,52160.0,52080.0,49713.333333333336,22.304367014965585,0.19193857965451588,56.338028168958544
2020-06-18,52200,52300,51600,52300,15982926,0.1915708812260536,1,51760.0,52197.5,49828.333333333336,-40.07734905433836,0.19157088122605526,55.71428571423
2020-06-19,52600,52900,51600,52900,18157985,1.147227533460803,0,51880.0,52405.0,50001.666666666664,13.608640870889355,1.1472275334607929,56.02836879427061
2020-06-22,52000,52600,51800,52000,13801350,-1.7013232514177694,0,52300.0,52562.5,50085.833333333336,-23.992943049572958,-1.7013232514177745,52.02702702697781
2020-06-23,52500,52800,51100,51400,18086152,-1.153846153846154,1,52160.0,52670.0,50131.666666666664,31.046252721654042,-1.1538461538461497,37.39837398369727
2020-06-24,51900,53900,51600,52900,24519552,2.9182879377431905,0,52300.0,52820.0,50216.666666666664,35.570861065416224,2.9182879377431803,43.795620437911445
2020-06-25,52100,53000,51900,51900,18541624,-1.890359168241966,1,52220.0,52895.0,50276.666666666664,-24.380249688085655,-1.8903591682419618,36.95652173909295
2020-06-26,52800,53900,52200,53300,21575360,2.697495183044316,0,52300.0,53025.0,50367.5,16.361759897622786,2.6974951830443183,44.52054794516279
2020-06-29,52500,53200,52000,52400,17776925,-1.6885553470919326,1,52380.0,53085.0,50445.0,-17.605430453999382,-1.6885553470919357,39.597315436204404
2020-06-30,53900,53900,52800,52800,21157172,0.7633587786259541,0,52660.0,53155.0,50561.666666666664,19.014801491259025,0.7633587786259444,41.44736842101446
2020-07-01,53400,53600,52400,52600,16706143,-0.3787878787878788,1,52600.0,53060.0,50658.333333333336,-21.037920379907106,-0.37878787878787845,44.05594405590092
2020-07-02,52100,52900,52100,52900,14142583,0.5703422053231939,1,52800.0,52975.0,50756.666666666664,-15.345014106487653,0.5703422053231932,52.380952380894186
2020-07-03,53000,53600,52700,53600,11887868,1.3232514177693762,1,52860.0,52880.0,50838.333333333336,-15.94273832439237,1.3232514177693666,66.97247706413415
2020-07-06,54000,55000,53800,55000,19856623,2.6119402985074625,0,53380.0,52885.0,50928.333333333336,67.03266725370773,2.6119402985074647,64.35643564347515
2020-07-07,55800,55900,53400,53400,30760032,-2.909090909090909,0,53500.0,52780.0,51008.333333333336,54.910691510837474,-2.9090909090909056,55.17241379303686
2020-07-08,53600,53900,52900,53000,19664652,-0.7490636704119851,0,53580.0,52660.0,51073.333333333336,-36.070768717015646,-0.7490636704119868,52.94117647052595
2020-07-09,53200,53600,52800,52800,17054850,-0.3773584905660377,0,53560.0,52585.0,51132.5,-13.271539206490912,-0.37735849056603765,49.56521739124401
2020-07-10,53100,53200,52300,52700,13714746,-0.1893939393939394,1,53380.0,52605.0,51205.833333333336,-19.58448183361331,-0.18939393939394478,53.27102803731348
2020-07-13,53300,53800,53100,53400,12240188,1.3282732447817838,1,53060.0,52780.0,51279.166666666664,-10.751624565267193,1.3282732447817747,59.25925925918245
2020-07-14,53700,53800,53200,53800,14269484,0.7490636704119851,1,53140.0,52865.0,51359.166666666664,16.578961042101636,0.7490636704119868,54.63917525765309
2020-07-15,54400,55000,54300,54700,24051450,1.6728624535315983,0,53480.0,52990.0,51414.166666666664,68.55164489479787,1.6728624535315983,64.58333333323915
2020-07-16,54800,54800,53800,53800,16779127,-1.6453382084095065,1,53680.0,53065.0,51475.833333333336,-30.236526280120323,-1.645338208409508,52.7472527471716
2020-07-17,54200,54700,54100,54400,10096174,1.1152416356877324,0,54020.0,53140.0,51561.666666666664,-39.828967263910684,1.1152416356877248,61.36363636353874
2020-07-20,54800,54800,54000,54200,10507530,-0.3676470588235294,1,54180.0,53250.0,51634.166666666664,4.074375104866457,-0.3676470588235281,58.13953488362628
2020-07-21,55200,55400,54800,55300,18297260,2.029520295202952,0,54480.0,53445.0,51725.0,74.13473956296104,2.029520295202958,64.21052631569485
2020-07-22,55300,55500,54700,54700,12885057,-1.08499095840868,0,54480.0,53535.0,51814.166666666664,-29.579308595931852,-1.0849909584086825,59.18367346930321
2020-07-23,54700,54700,53800,54100,16214932,-1.0968921389396709,1,54540.0,53645.0,51885.0,25.842920213701802,-1.0968921389396757,52.577319587552985
2020-07-24,54000,54400,53700,54200,10994535,0.1848428835489833,1,54500.0,53690.0,51953.333333333336,-32.19499779585878,0.1848428835489857,45.238095238019845
2020-07-27,54300,55700,54300,55600,21054421,2.5830258302583027,1,54780.0,53850.0,52046.666666666664,91.49896744155164,2.583025830258312,63.4146341462332
2020-07-28,57000,58800,56400,58600,48431566,5.39568345323741,1,55440.0,54140.0,52215.0,130.03038649222412,5.395683453237421,75.9259259258275
2020-07-29,60300,60400,58600,59000,36476611,0.6825938566552902,0,56300.0,54460.0,52378.333333333336,-24.684221443510623,0.6825938566553003,78.18181818171868
2020-07-30,59700,60100,59000,59000,19285354,0.0,0,57280.0,54765.0,52548.333333333336,-47.12953459409922,0.0,78.899082568706
2020-07-31,59500,59600,57700,57900,21943345,-1.864406779661017,0,58020.0,54980.0,52700.0,13.782433031823004,-1.8644067796610209,69.91150442469214
2020-08-03,57800,57900,56700,56800,21158940,-1.8998272884283247,1,58260.0,55070.0,52840.0,-3.5746828936062403,-1.899827288428324,62.499999999927084
2020-08-04,57200,58100,57000,57300,19419694,0.8802816901408451,0,58000.0,55265.0,52996.666666666664,-8.219910827290967,0.8802816901408494,61.206896551650274
2020-08-05,57300,57500,56300,56900,17739706,-0.6980802792321117,1,57580.0,55460.0,53135.833333333336,-8.650949906831695,-0.6980802792321161,63.96396396388329
2020-08-06,57100,58400,57100,58000,21625874,1.9332161687170475,0,57380.0,55720.0,53302.5,21.90660882429505,1.9332161687170446,65.51724137923128
2020-08-07,57900,58400,57100,57500,18751717,-0.8620689655172413,1,57300.0,55960.0,53463.333333333336,-13.290362276225231,-0.8620689655172376,63.865546218412256
2020-08-10,57600,58300,57500,57800,17774291,0.5217391304347827,1,57500.0,56180.0,53613.333333333336,-5.21246134420651,0.521739130434784,61.261261261183996
2020-08-11,58000,59500,57800,58200,24907912,0.6920415224913495,1,57680.0,56400.0,53745.0,40.13448975264329,0.6920415224913601,66.05504587147479
2020-08-12,58200,59000,57700,59000,18573934,1.3745704467353952,0,58100.0,56615.0,53895.0,-25.429582375270954,1.3745704467353903,72.07207207198117
2020-08-13,59400,59600,58000,58700,22089460,-0.5084745762711864,0,58240.0,56860.0,54040.833333333336,18.92720195947719,-0.5084745762711895,69.91150442469214
2020-08-14,58000,58400,57700,58000,15672548,-1.192504258943782,1,58340.0,57040.0,54195.0,-29.04965535599331,-1.1925042589437829,61.32075471690014
2020-08-18,58900,59900,58000,58400,25307825,0.6896551724137931,0,58460.0,57250.0,54354.166666666664,61.47868872374804,0.6896551724137945,48.749999999914685
2020-08-19,59000,59200,57800,57800,16930719,-1.0273972602739725,0,58380.0,57375.0,54496.666666666664,-33.10085319461471,-1.0273972602739767,42.682926829195424
2020-08-20,57600,57600,55300,55400,30386029,-4.1522491349480966,1,57660.0,57410.0,54588.333333333336,79.47276190692196,-4.152249134948094,33.018867924484695
2020-08-21,56200,56900,55800,55900,21142288,0.9025270758122744,1,57100.0,57500.0,54680.0,-30.421023424943083,0.902527075812265,39.99999999994401
2020-08-24,55800,56600,55400,56100,15055896,0.3577817531305903,1,56720.0,57595.0,54770.0,-28.787764124677516,0.3577817531305927,46.15384615377514
2020-08-25,56400,56800,56100,56400,14021705,0.53475935828877,0,56320.0,57635.0,54856.666666666664,-6.869009987847951,0.5347593582887722,44.943820224648405
2020-08-26,56400,56500,55700,56400,17651593,0.0,0,56040.0,57525.0,54940.0,25.88763634664972,0.0,47.058823529334255
2020-08-27,56300,56300,55600,55600,16196568,-1.4184397163120568,0,56080.0,57355.0,54958.333333333336,-8.24302373162581,-1.4184397163120588,35.3658536584762
2020-08-28,56100,56300,55400,55400,14619888,-0.3597122302158274,0,55980.0,57175.0,54971.666666666664,-9.73465489725972,-0.3597122302158251,36.70886075942862
2020-08-31,56000,56100,54000,54000,32671367,-2.527075812274368,1,55560.0,56980.0,54946.666666666664,123.47207447827233,-2.527075812274371,28.88888888884395
2020-09-01,54100,54800,54100,54200,19363117,0.3703703703703704,1,55120.0,56850.0,54935.0,-40.7336797385919,0.37037037037037646,27.272727272683895
2020-09-02,54600,55100,54100,54400,16905723,0.3690036900369003,1,54720.0,56705.0,54916.666666666664,-12.69110753191235,0.36900369003689537,21.951219512157635
2020-09-03,55600,56700,55500,56400,28384920,3.6764705882352944,0,54880.0,56680.0,54933.333333333336,67.90124858901332,3.6764705882353033,38.3838383837841
2020-09-04,55200,55800,55100,55600,22139109,-1.4184397163120568,1,54920.0,56560.0,54955.0,-22.003976054891115,-1.4184397163120588,37.9999999999468
2020-09-07,56100,57300,55800,56500,18685880,1.618705035971223,1,55420.0,56510.0,55025.0,-15.59786800814793,1.618705035971213,40.95238095232635
2020-09-08,57400,58700,57200,58700,31517520,3.893805309734513,0,56320.0,56555.0,55171.666666666664,68.67024726692026,3.8938053097345104,53.71900826440066
2020-09-09,58200,59300,57800,58400,30597399,-0.5110732538330494,1,57120.0,56565.0,55276.666666666664,-2.919395307752637,-0.5110732538330498,64.999999999909
2020-09-10,59900,60000,59100,59200,29923293,1.36986301369863,0,57680.0,56575.0,55393.333333333336,-2.2031480518981406,1.3698630136986356,66.01941747563842
2020-09-11,59300,59400,58200,59000,16017098,-0.3378378378378378,1,58360.0,56590.0,55505.0,-46.472809660353896,-0.33783783783783994,64.07766990282553
2020-09-14,60200,60800,59900,60400,20648281,2.3728813559322037,1,59140.0,56710.0,55630.0,28.913995531525117,2.3728813559322104,67.54385964903986
2020-09-15,60900,61000,60500,61000,17877075,0.9933774834437088,0,59600.0,56840.0,55780.0,-13.421001002456334,0.9933774834437026,69.16666666658597
2020-09-16,61100,61300,60600,61000,17041444,0.0,0,60120.0,57000.0,55940.0,-4.674316128337552,0.0,74.10714285705023
2020-09-17,60700,60800,59300,59500,25108356,-2.459016393442623,0,60180.0,57205.0,56050.0,47.33702144020189,-2.4590163934426257,66.39999999992563
2020-09-18,59800,59900,59100,59300,18884571,-0.3361344537815126,0,60240.0,57375.0,56173.333333333336,-24.787704141203037,-0.3361344537815114,73.45132743353732
2020-09-21,59100,60000,59000,59200,15140387,-0.1686340640809443,0,60000.0,57530.0,56271.666666666664,-19.826682851307552,-0.1686340640809414,72.32142857133817
2020-09-22,59100,59700,57800,58200,20830381,-1.6891891891891893,1,59440.0,57620.0,56368.333333333336,37.58156247921536,-1.6891891891891886,65.83333333325653
2020-09-23,58400,58800,57400,58600,20111398,0.6872852233676976,0,58960.0,57730.0,56465.0,-3.451607534206891,0.6872852233676952,60.57692307684153
2020-09-24,57700,58600,57600,57800,17564020,-1.3651877133105803,1,58620.0,57840.0,56551.666666666664,-12.66633975420306,-1.3651877133105783,60.57692307684153
2020-09-25,57700,58200,57700,57900,11444683,0.1730103806228373,1,58340.0,57965.0,56635.0,-34.84018465021106,0.17301038062282892,57.29166666658312
2020-09-28,58300,58800,57900,58200,12614080,0.5181347150259068,0,58140.0,58175.0,56711.666666666664,10.217819051868894,0.5181347150259086,46.75324675316175
2020-09-29,58300,59000,58200,58200,15503563,0.0,1,58140.0,58375.0,56765.0,22.90680731373196,0.0,48.64864864855661
2020-10-05,57500,59200,57500,58700,20228289,0.859106529209622,1,58160.0,58590.0,56853.333333333336,30.475097885563464,0.8591065292096189,46.47887323934497
2020-10-06,59400,59900,58700,59000,14463826,0.5110732538330494,1,58400.0,58720.0,56953.333333333336,-28.49703699606032,0.5110732538330387,49.999999999902776
2020-10-07,58700,59900,58500,59900,14861838,1.5254237288135597,0,58800.0,58935.0,57071.666666666664,2.7517753601294714,1.5254237288135686,46.268656716321225
2020-10-08,60500,60700,59500,59700,24589924,-0.333889816360601,1,59100.0,59095.0,57188.333333333336,65.45681631033793,-0.33388981636059967,39.6825396824515
2020-10-12,60000,60400,59900,60400,16145837,1.1725293132328307,1,59540.0,59180.0,57305.0,-34.33962219647364,1.1725293132328396,45.71428571419429
2020-10-13,61000,61400,60400,60900,19247631,0.8278145695364238,0,59980.0,59305.0,57423.333333333336,19.21110686302605,0.8278145695364225,61.66666666652278
2020-10-14,61000,61100,60500,60900,16086716,0.0,0,60360.0,59390.0,57526.666666666664,-16.422358678842087,0.0,63.793103448121876
2020-10-15,60700,60800,59700,60000,17756232,-1.477832512315271,0,60380.0,59440.0,57630.0,10.3782276009597,-1.4778325123152691,56.06060606048715
2020-10-16,60000,60400,59000,59500,16554190,-0.8333333333333334,1,60340.0,59395.0,57715.0,-6.769690776736869,-0.8333333333333304,60.65573770477882
2020-10-19,59600,60200,59500,60000,14474985,0.8403361344537815,1,60260.0,59345.0,57811.666666666664,-12.559992364470872,0.8403361344537785,61.290322580506775
2020-10-20,60300,60900,60100,60900,19326115,1.5,0,60260.0,59340.0,57905.0,33.51388619746412,1.4999999999999902,74.60317460300882
2020-10-21,61200,61500,60600,60900,15703443,0.0,0,60260.0,59410.0,58008.333333333336,-18.744957276721163,0.0,74.19354838692924
2020-10-22,60300,60500,59800,60100,14294095,-1.3136288998357963,1,60280.0,59450.0,58108.333333333336,-8.974770692006839,-1.3136288998357948,64.17910447747784
2020-10-23,60400,60400,59800,60200,9322232,0.1663893510815307,1,60420.0,59500.0,58208.333333333336,-34.78263576672745,0.16638935108153063,64.70588235280796
2020-10-26,60400,61100,60100,60400,13268226,0.3322259136212624,0,60500.0,59610.0,58288.333333333336,42.32885429154734,0.33222591362125353,63.07692307678722
2020-10-27,60300,60300,59500,59800,17260416,-0.9933774834437088,0,60280.0,59670.0,58308.333333333336,30.08834790724848,-0.9933774834437137,55.88235294106142
2020-10-28,59400,59400,58800,59000,14428882,-1.3377926421404682,0,59900.0,59730.0,58308.333333333336,-16.404784218410494,-1.3377926421404673,43.283582089461795
2020-10-29,58200,58500,57500,58100,22636966,-1.5254237288135597,0,59500.0,59740.0,58293.333333333336,56.886486423549655,-1.5254237288135575,39.18918918911505
2020-10-30,58000,58000,56600,56600,26907844,-2.5817555938037864,1,58780.0,59660.0,58271.666666666664,18.866830475426788,-2.5817555938037917,26.829268292637124
2020-11-02,56400,57500,56000,57400,20489076,1.413427561837456,1,58180.0,59620.0,58281.666666666664,-23.85463510194277,1.4134275618374659,29.411764705833903
2020-11-03,57900,58900,57600,58800,14950919,2.4390243902439024,0,57980.0,59625.0,58306.666666666664,-27.029803588995428,2.4390243902439046,39.393939393883684
2020-11-04,58900,59000,57800,58500,21718561,-0.5102040816326531,1,57880.0,59600.0,58333.333333333336,45.26572580588524,-0.5102040816326481,41.935483870904605
2020-11-05,59000,60300,58800,60300,20639475,3.076923076923077,0,58320.0,59620.0,58371.666666666664,-4.968496761825058,3.076923076923066,53.77358490558936
2020-11-06,60700,60800,59600,60100,16910230,-0.3316749585406301,1,59020.0,59640.0,58415.0,-18.068507072006433,-0.3316749585406287,50.485436893135265
2020-11-09,60700,60900,60100,60200,15892961,0.1663893510815307,0,59580.0,59630.0,58455.0,-6.0157017379420585,0.16638935108153063,46.31578947361596
2020-11-10,60500,60500,59500,60200,19073552,0.0,1,59860.0,59595.0,58488.333333333336,20.012576636914915,0.0,46.31578947361596
2020-11-11,60700,61400,60400,61300,25628510,1.827242524916944,0,60420.0,59615.0,58526.666666666664,34.366739871000426,1.82724252491695,56.12244897951166
2020-11-12,61000,61400,60700,61000,19800573,-0.4893964110929852,1,60560.0,59665.0,58565.0,-22.74005394773243,-0.4893964110929905,53.999999999924405
2020-11-13,61300,63200,61000,63200,31508829,3.606557377049181,1,61180.0,59850.0,58651.666666666664,59.13089484834606,3.60655737704918,61.66666666659472
2020-11-16,64000,66700,63900,66300,36354334,4.90506329113924,0,62400.0,60165.0,58783.333333333336,15.37824525310032,4.905063291139244,72.41379310337837
2020-11-17,67000,67000,65600,65700,30204089,-0.904977375565611,0,63500.0,60405.0,58915.0,-16.91750150064639,-0.9049773755656076,73.42657342650153
2020-11-18,65700,66200,64700,64800,22963790,-1.36986301369863,0,64200.0,60600.0,59071.666666666664,-23.971254355660253,-1.3698630136986356,73.42657342650153
2020-11-19,64100,64800,63900,64600,16590290,-0.3086419753086419,1,64920.0,60825.0,59216.666666666664,-27.754564904138213,-0.30864197530864335,80.76923076914379
2020-11-20,63900,65200,63900,64700,15068682,0.1547987616099071,1,65220.0,61050.0,59360.0,-9.17167813220866,0.1547987616099089,79.6747967478768
2020-11-23,64800,67800,64700,67500,27134398,4.327666151468315,1,65460.0,61405.0,59545.0,80.07147539512746,4.327666151468312,81.75182481743471
2020-11-24,67900,69500,67000,67700,32158235,0.2962962962962963,0,65860.0,61800.0,59733.333333333336,18.51464329520043,0.2962962962963056,83.82352941167842
2020-11-25,67900,68300,66500,66600,32447065,-1.6248153618906942,1,66220.0,62180.0,59916.666666666664,0.8981525260947976,-1.6248153618906969,74.41860465108203
2020-11-26,66100,68000,66000,68000,19023323,2.1021021021021022,1,66900.0,62675.0,60126.666666666664,-41.37120568532161,2.1021021021021102,78.01418439708566
2020-11-27,68000,68400,67600,68200,14063434,0.2941176470588235,0,67600.0,63255.0,60363.333333333336,-26.072674053844324,0.2941176470588225,78.16901408442997
2020-11-30,68400,68600,66700,66700,43811016,-2.19941348973607,1,67440.0,63720.0,60571.666666666664,211.52431191414558,-2.1994134897360684,70.70063694261212
2020-12-01,67100,68300,67100,67800,22327173,1.6491754122938531,1,67460.0,64170.0,60795.0,-49.03753658668861,1.6491754122938573,70.70063694261212
2020-12-02,68400,69900,68300,69500,29703942,2.5073746312684366,1,68040.0,64720.0,61013.333333333336,33.039422411426656,2.507374631268444,74.85380116952936
2020-12-03,70100,70500,69300,69700,23677989,0.2877697841726618,1,68380.0,65190.0,61248.333333333336,-20.28671144052193,0.2877697841726645,71.52317880788071
2020-12-04,70400,72100,70100,71500,28130533,2.582496413199426,1,69040.0,65760.0,61498.333333333336,18.80456993201576,2.582496413199431,68.84057971007509
2020-12-07,72400,73500,71900,72900,28490496,1.958041958041958,0,70280.0,66395.0,61735.0,1.2796167068714892,1.9580419580419672,74.65753424650376
2020-12-08,72200,72900,71600,71700,25000338,-1.646090534979424,1,71060.0,66970.0,61956.666666666664,-12.25025355823921,-1.6460905349794275,73.15436241603865
2020-12-09,72100,73900,72000,73900,24077996,3.0683403068340307,0,71940.0,67600.0,62201.666666666664,-3.689318120419016,3.0683403068340276,77.51479289934407
2020-12-10,72700,73800,72500,72900,39882928,-1.3531799729364005,1,72580.0,68195.0,62433.333333333336,65.64056244547926,-1.3531799729364025,73.0337078651111
2020-12-11,73500,73800,73100,73400,18486672,0.6858710562414266,1,72960.0,68705.0,62650.0,-53.64765595946215,0.6858710562414272,69.03225806445379
2020-12-14,73600,74500,73200,73800,21510415,0.544959128065395,0,73140.0,69080.0,62863.333333333336,16.35634039485312,0.5449591280654031,69.42675159229478
2020-12-15,73800,74100,73300,73800,20863671,0.0,0,73560.0,69485.0,63076.666666666664,-3.006655148215409,0.0,74.65753424650376
2020-12-16,74100,74500,73400,73800,17512081,0.0,0,73540.0,69935.0,63315.0,-16.064239126470127,0.0,71.96969696962064
2020-12-17,73400,73700,72600,73300,24293214,-0.6775067750677507,0,73620.0,70370.0,63548.333333333336,38.72259955855617,-0.6775067750677488,68.88888888881745
2020-12-18,73300,73700,73000,73000,17613029,-0.4092769440654843,0,73540.0,70785.0,63778.333333333336,-27.498152364689165,-0.4092769440654842,75.60975609747491
